order_item_id,order_id,product_id,quantity,customer_id,order_date,total_amount,name,city,email,signup_date,product_name,category,price
27,1929,24,4,1057,6/4/2022,6669.58,Customer_1057,Giza,customer1057@example.com,9/14/2021,Product_24,Books,143.69
28,792,69,1,2938,1/14/2022,5284.22,Customer_2938,Mansoura,customer2938@example.com,4/9/2024,Product_69,Books,3830.58
29,3807,91,4,655,11/17/2023,5326.29,Customer_655,Alexandria,customer655@example.com,4/24/2020,Product_91,Food,1957.69
30,2897,50,3,1173,6/30/2023,4075.31,Customer_1173,Cairo,customer1173@example.com,11/17/2020,Product_50,Food,3820.03
31,4380,91,2,1688,1/26/2023,9244.86,Customer_1688,Giza,customer1688@example.com,1/20/2022,Product_91,Food,1957.69
32,4536,27,2,1817,5/15/2022,8610.7,Customer_1817,Tanta,customer1817@example.com,1/17/2020,Product_27,Books,2083.82
33,4496,55,4,319,2/6/2023,2888.78,Customer_319,Cairo,customer319@example.com,6/4/2020,Product_55,Food,1039.6
34,1201,22,4,790,8/23/2023,9706.35,Customer_790,Mansoura,customer790@example.com,7/20/2022,Product_22,Books,4732.78
35,2022,51,1,2322,10/13/2024,7849.3,Customer_2322,Cairo,customer2322@example.com,11/10/2022,Product_51,Clothing,743.17
36,4467,30,1,2855,11/13/2021,4638.62,Customer_2855,Cairo,customer2855@example.com,2/17/2020,Product_30,Food,1100.71
37,4149,89,1,478,1/2/2021,4159.75,Customer_478,Giza,customer478@example.com,4/10/2025,Product_89,Electronics,3701.86
38,3095,81,2,1158,12/15/2022,8035.18,Customer_1158,Giza,customer1158@example.com,5/2/2024,Product_81,Electronics,1778.51
39,369,76,3,1098,3/8/2021,7710.92,Customer_1098,Giza,customer1098@example.com,6/19/2024,Product_76,Food,3766.34
40,4655,81,3,2640,11/18/2021,1386.85,Customer_2640,Tanta,customer2640@example.com,7/22/2023,Product_81,Electronics,1778.51
41,3730,46,2,1785,6/7/2023,6069.36,Customer_1785,Alexandria,customer1785@example.com,8/12/2023,Product_46,Books,4701.18
42,3547,15,2,1517,9/5/2022,9522.68,Customer_1517,Mansoura,customer1517@example.com,9/16/2022,Product_15,Food,4986.15
43,3573,6,3,1126,4/15/2021,4933.69,Customer_1126,Tanta,customer1126@example.com,5/24/2024,Product_6,Clothing,2452.37
44,4588,43,2,212,7/2/2023,3752.03,Customer_212,Mansoura,customer212@example.com,10/13/2023,Product_43,Electronics,4285.71
45,3781,59,2,1422,4/14/2024,1180.19,Customer_1422,Mansoura,customer1422@example.com,10/20/2021,Product_59,Books,4667.97
46,1660,7,5,515,9/30/2022,3061.42,Customer_515,Tanta,customer515@example.com,6/7/2022,Product_7,Food,592
47,1427,56,2,1399,1/14/2021,8157.06,Customer_1399,Tanta,customer1399@example.com,7/2/2020,Product_56,Clothing,3991.47
48,4028,5,5,1890,1/2/2023,7187.48,Customer_1890,Cairo,customer1890@example.com,5/12/2023,Product_5,Electronics,3605.83
49,1679,2,3,2714,10/29/2024,3029.67,Customer_2714,Giza,customer2714@example.com,11/26/2020,Product_2,Clothing,3751.87
50,3994,86,4,587,6/11/2021,4106.7,Customer_587,Mansoura,customer587@example.com,3/29/2023,Product_86,Clothing,2017.27
51,1072,73,1,2969,4/28/2024,8965.93,Customer_2969,Giza,customer2969@example.com,11/22/2021,Product_73,Food,4973.65
52,276,56,5,186,11/28/2024,8083.1,Customer_186,Giza,customer186@example.com,4/3/2021,Product_56,Clothing,3991.47
53,831,56,5,2268,12/6/2021,2124.26,Customer_2268,Alexandria,customer2268@example.com,8/8/2020,Product_56,Clothing,3991.47
54,2029,12,2,1878,2/19/2022,1190.76,Customer_1878,Giza,customer1878@example.com,1/31/2025,Product_12,Electronics,1616.26
55,3650,78,1,1035,11/22/2022,5789.88,Customer_1035,Alexandria,customer1035@example.com,6/15/2023,Product_78,Clothing,500.25
56,3042,58,1,2462,1/28/2022,5034.7,Customer_2462,Tanta,customer2462@example.com,2/6/2024,Product_58,Clothing,362.65
57,4417,14,3,576,8/24/2024,3100.69,Customer_576,Mansoura,customer576@example.com,9/25/2021,Product_14,Clothing,1343.5
58,548,63,5,97,11/27/2022,1777.71,Customer_97,Giza,customer97@example.com,11/22/2020,Product_63,Food,4448.47
59,2350,65,1,2340,9/25/2024,1542.98,Customer_2340,Cairo,customer2340@example.com,7/6/2021,Product_65,Clothing,3948.51
60,4290,92,2,2958,11/12/2024,4973.18,Customer_2958,Giza,customer2958@example.com,3/22/2025,Product_92,Food,4734.4
61,3318,19,3,2475,6/28/2021,9922.59,Customer_2475,Mansoura,customer2475@example.com,7/1/2020,Product_19,Clothing,4776.48
62,4792,100,1,762,7/15/2021,8325.34,Customer_762,Alexandria,customer762@example.com,4/23/2024,Product_100,Electronics,3739.43
63,1180,63,2,2179,8/8/2021,384.86,Customer_2179,Mansoura,customer2179@example.com,1/24/2024,Product_63,Food,4448.47
64,3928,91,4,257,7/28/2022,1355.11,Customer_257,Giza,customer257@example.com,5/24/2023,Product_91,Food,1957.69
65,4470,92,4,2942,9/24/2022,7064.55,Customer_2942,Alexandria,customer2942@example.com,9/3/2022,Product_92,Food,4734.4
66,760,82,5,2853,12/17/2024,2273.58,Customer_2853,Alexandria,customer2853@example.com,9/6/2023,Product_82,Books,4288.29
67,1817,17,2,145,7/28/2021,8756.41,Customer_145,Alexandria,customer145@example.com,6/12/2025,Product_17,Food,1236.08
68,3653,19,2,2162,8/28/2023,7767.25,Customer_2162,Alexandria,customer2162@example.com,6/4/2023,Product_19,Clothing,4776.48
69,355,90,3,2920,10/20/2021,3646.3,Customer_2920,Tanta,customer2920@example.com,10/29/2021,Product_90,Electronics,4526.98
70,1918,88,2,2443,1/8/2021,1385.93,Customer_2443,Giza,customer2443@example.com,1/26/2024,Product_88,Electronics,4918.9
71,1427,37,1,1399,1/14/2021,8157.06,Customer_1399,Tanta,customer1399@example.com,7/2/2020,Product_37,Clothing,3357.82
72,816,37,1,1278,8/1/2021,2128.89,Customer_1278,Tanta,customer1278@example.com,12/30/2023,Product_37,Clothing,3357.82
73,1493,90,5,2495,2/21/2023,359.75,Customer_2495,Mansoura,customer2495@example.com,8/19/2022,Product_90,Electronics,4526.98
74,3482,48,1,1207,3/12/2023,6181.64,Customer_1207,Alexandria,customer1207@example.com,1/28/2023,Product_48,Food,1377.81
75,1655,66,4,1031,8/30/2024,7426.39,Customer_1031,Alexandria,customer1031@example.com,5/30/2022,Product_66,Electronics,1025.97
76,1660,9,1,515,9/30/2022,3061.42,Customer_515,Tanta,customer515@example.com,6/7/2022,Product_9,Food,3000.69
77,1786,48,1,1140,10/7/2023,1344.38,Customer_1140,Tanta,customer1140@example.com,6/12/2023,Product_48,Food,1377.81
78,455,39,1,1399,9/1/2024,1939.37,Customer_1399,Tanta,customer1399@example.com,7/2/2020,Product_39,Clothing,3859.21
79,1071,56,1,465,6/21/2022,6071.23,Customer_465,Giza,customer465@example.com,2/13/2020,Product_56,Clothing,3991.47
80,1821,50,1,1611,5/6/2023,2263.15,Customer_1611,Tanta,customer1611@example.com,10/1/2020,Product_50,Food,3820.03
81,2061,6,1,1554,4/19/2023,8342.18,Customer_1554,Alexandria,customer1554@example.com,4/3/2025,Product_6,Clothing,2452.37
82,1714,100,5,1467,9/23/2023,9735.33,Customer_1467,Tanta,customer1467@example.com,9/27/2021,Product_100,Electronics,3739.43
83,566,85,3,283,11/7/2024,3836.93,Customer_283,Cairo,customer283@example.com,2/28/2021,Product_85,Clothing,1711.88
84,486,43,5,1510,5/6/2024,3550.19,Customer_1510,Cairo,customer1510@example.com,8/23/2020,Product_43,Electronics,4285.71
85,1251,21,2,1241,5/24/2021,4419.36,Customer_1241,Mansoura,customer1241@example.com,12/1/2023,Product_21,Electronics,96.34
86,3456,90,5,2040,2/6/2021,5814.72,Customer_2040,Cairo,customer2040@example.com,11/2/2021,Product_90,Electronics,4526.98
87,2293,84,3,2720,10/6/2023,5643.01,Customer_2720,Alexandria,customer2720@example.com,7/4/2024,Product_84,Electronics,2027.35
88,1478,62,1,627,5/12/2022,6872.07,Customer_627,Alexandria,customer627@example.com,2/20/2023,Product_62,Books,3842.23
89,3511,7,4,480,10/1/2023,2835.43,Customer_480,Cairo,customer480@example.com,8/28/2024,Product_7,Food,592
90,307,99,3,197,2/28/2022,2434.4,Customer_197,Giza,customer197@example.com,6/29/2020,Product_99,Food,1026.63
91,416,16,4,1759,11/3/2021,5721.74,Customer_1759,Cairo,customer1759@example.com,5/12/2025,Product_16,Books,2927.96
92,4619,73,4,481,1/12/2022,2371.65,Customer_481,Tanta,customer481@example.com,2/13/2022,Product_73,Food,4973.65
93,1976,39,5,1984,6/10/2021,5940.19,Customer_1984,Tanta,customer1984@example.com,12/16/2023,Product_39,Clothing,3859.21
94,4664,41,2,1954,11/15/2022,4273.44,Customer_1954,Mansoura,customer1954@example.com,1/12/2023,Product_41,Electronics,956.49
95,2216,90,3,545,10/21/2024,9926.53,Customer_545,Tanta,customer545@example.com,12/11/2022,Product_90,Electronics,4526.98
96,4499,51,5,1709,11/6/2021,1096.24,Customer_1709,Alexandria,customer1709@example.com,6/27/2023,Product_51,Clothing,743.17
97,4028,66,1,1890,1/2/2023,7187.48,Customer_1890,Cairo,customer1890@example.com,5/12/2023,Product_66,Electronics,1025.97
98,1918,65,3,2443,1/8/2021,1385.93,Customer_2443,Giza,customer2443@example.com,1/26/2024,Product_65,Clothing,3948.51
99,1469,23,3,1063,7/8/2023,3839.46,Customer_1063,Cairo,customer1063@example.com,11/28/2020,Product_23,Food,3477.2
100,4752,78,1,713,8/4/2024,4174.44,Customer_713,Alexandria,customer713@example.com,3/25/2021,Product_78,Clothing,500.25
101,3301,27,4,1233,1/19/2022,4958.81,Customer_1233,Cairo,customer1233@example.com,6/22/2024,Product_27,Books,2083.82
102,3854,43,4,968,1/13/2022,2143.79,Customer_968,Alexandria,customer968@example.com,12/10/2023,Product_43,Electronics,4285.71
103,3352,98,4,2208,6/13/2022,9023.73,Customer_2208,Mansoura,customer2208@example.com,9/26/2021,Product_98,Clothing,76.04
104,1387,15,4,450,2/1/2023,6127.72,Customer_450,Giza,customer450@example.com,8/22/2022,Product_15,Food,4986.15
105,302,88,3,2897,12/10/2021,8848.03,Customer_2897,Alexandria,customer2897@example.com,2/18/2020,Product_88,Electronics,4918.9
106,441,1,1,2964,8/18/2022,6995.31,Customer_2964,Giza,customer2964@example.com,2/10/2024,Product_1,Electronics,213.03
107,2260,1,4,1703,7/10/2022,9783.89,Customer_1703,Cairo,customer1703@example.com,12/23/2023,Product_1,Electronics,213.03
108,3744,68,2,1,7/22/2024,4148.65,Customer_1,Alexandria,customer1@example.com,10/21/2021,Product_68,Books,2107.14
109,575,15,4,209,5/20/2024,3831.3,Customer_209,Mansoura,customer209@example.com,4/28/2020,Product_15,Food,4986.15
110,3480,43,5,891,9/5/2023,9238.62,Customer_891,Cairo,customer891@example.com,1/28/2025,Product_43,Electronics,4285.71
111,873,2,3,2654,9/30/2024,535,Customer_2654,Alexandria,customer2654@example.com,1/30/2025,Product_2,Clothing,3751.87
112,4058,11,3,136,3/8/2024,4726.53,Customer_136,Tanta,customer136@example.com,10/2/2022,Product_11,Books,4911.93
113,3361,77,5,2338,9/25/2021,8511.64,Customer_2338,Tanta,customer2338@example.com,4/11/2021,Product_77,Food,4530.49
114,4080,29,2,2808,4/11/2024,6417.97,Customer_2808,Tanta,customer2808@example.com,4/4/2025,Product_29,Electronics,4798.18
115,1177,75,1,877,7/3/2021,160.39,Customer_877,Cairo,customer877@example.com,5/19/2023,Product_75,Electronics,1101.96
116,4257,75,4,490,12/26/2023,6102.47,Customer_490,Tanta,customer490@example.com,5/25/2022,Product_75,Electronics,1101.96
117,2431,1,2,2830,4/6/2021,1289.52,Customer_2830,Mansoura,customer2830@example.com,2/18/2020,Product_1,Electronics,213.03
118,2267,18,1,1945,10/25/2022,1272.25,Customer_1945,Alexandria,customer1945@example.com,3/28/2020,Product_18,Electronics,1004.49
119,4104,75,2,1064,11/25/2022,276.54,Customer_1064,Alexandria,customer1064@example.com,12/29/2024,Product_75,Electronics,1101.96
120,2111,93,3,96,8/4/2024,6483.95,Customer_96,Giza,customer96@example.com,1/23/2023,Product_93,Food,400.32
121,3097,23,1,642,1/8/2024,6205.46,Customer_642,Giza,customer642@example.com,12/8/2021,Product_23,Food,3477.2
122,4705,47,3,2071,6/27/2021,4943.82,Customer_2071,Cairo,customer2071@example.com,12/10/2020,Product_47,Electronics,3315.91
123,1400,14,3,2542,11/17/2024,3900.63,Customer_2542,Alexandria,customer2542@example.com,1/28/2021,Product_14,Clothing,1343.5
124,1506,9,4,2621,1/14/2025,6663.11,Customer_2621,Giza,customer2621@example.com,4/5/2023,Product_9,Food,3000.69
125,2873,98,1,1142,5/2/2024,3982.65,Customer_1142,Alexandria,customer1142@example.com,4/4/2022,Product_98,Clothing,76.04
126,1976,11,4,1984,6/10/2021,5940.19,Customer_1984,Tanta,customer1984@example.com,12/16/2023,Product_11,Books,4911.93
127,3601,85,3,2125,5/1/2023,9357.6,Customer_2125,Mansoura,customer2125@example.com,6/23/2022,Product_85,Clothing,1711.88
128,4081,60,4,2908,10/18/2021,8613.11,Customer_2908,Cairo,customer2908@example.com,6/12/2021,Product_60,Books,3144.78
129,2362,20,4,2909,2/17/2022,5172.1,Customer_2909,Alexandria,customer2909@example.com,4/7/2022,Product_20,Books,3971.54
130,2559,4,3,1895,12/19/2024,5098.22,Customer_1895,Alexandria,customer1895@example.com,5/10/2020,Product_4,Books,4854.34
131,1828,81,5,353,9/23/2022,7290.95,Customer_353,Tanta,customer353@example.com,1/22/2023,Product_81,Electronics,1778.51
132,3881,27,1,286,11/24/2023,2894.69,Customer_286,Cairo,customer286@example.com,12/14/2021,Product_27,Books,2083.82
133,3809,62,2,2096,10/17/2022,5652.93,Customer_2096,Tanta,customer2096@example.com,3/18/2025,Product_62,Books,3842.23
134,2585,72,3,1233,11/21/2024,5845.15,Customer_1233,Cairo,customer1233@example.com,6/22/2024,Product_72,Books,3410.88
135,348,9,2,1485,3/10/2023,9767.65,Customer_1485,Tanta,customer1485@example.com,5/27/2023,Product_9,Food,3000.69
136,2750,98,3,2102,6/18/2022,9902.3,Customer_2102,Alexandria,customer2102@example.com,2/8/2020,Product_98,Clothing,76.04
137,2875,18,4,708,11/9/2022,9524.65,Customer_708,Mansoura,customer708@example.com,1/14/2023,Product_18,Electronics,1004.49
138,4268,31,3,994,9/20/2024,5737.68,Customer_994,Tanta,customer994@example.com,12/27/2020,Product_31,Clothing,803.97
139,4081,58,5,2908,10/18/2021,8613.11,Customer_2908,Cairo,customer2908@example.com,6/12/2021,Product_58,Clothing,362.65
140,412,79,3,396,9/1/2023,2654.86,Customer_396,Mansoura,customer396@example.com,2/15/2023,Product_79,Electronics,3626.75
141,2135,33,1,2531,8/7/2022,8105.14,Customer_2531,Tanta,customer2531@example.com,7/8/2021,Product_33,Books,3039.13
142,2429,74,2,844,10/7/2023,2935.21,Customer_844,Giza,customer844@example.com,8/24/2022,Product_74,Books,1450.23
143,3639,1,3,446,9/26/2021,6315.01,Customer_446,Cairo,customer446@example.com,7/1/2024,Product_1,Electronics,213.03
144,4194,64,2,2499,9/7/2021,3983.43,Customer_2499,Mansoura,customer2499@example.com,12/8/2021,Product_64,Clothing,702.02
145,3706,33,4,1466,6/21/2023,6642.7,Customer_1466,Cairo,customer1466@example.com,5/5/2021,Product_33,Books,3039.13
146,4226,65,3,1153,1/4/2025,5000.99,Customer_1153,Giza,customer1153@example.com,8/27/2022,Product_65,Clothing,3948.51
147,3366,43,5,1864,10/31/2024,3001.14,Customer_1864,Alexandria,customer1864@example.com,3/21/2024,Product_43,Electronics,4285.71
148,236,32,4,2178,1/4/2024,1110.42,Customer_2178,Tanta,customer2178@example.com,1/29/2024,Product_32,Clothing,612.61
149,707,77,5,741,1/8/2025,4150.17,Customer_741,Tanta,customer741@example.com,4/12/2023,Product_77,Food,4530.49
150,2158,88,4,925,1/20/2021,4054.78,Customer_925,Cairo,customer925@example.com,11/27/2020,Product_88,Electronics,4918.9
151,3624,43,4,492,2/12/2023,9330.12,Customer_492,Mansoura,customer492@example.com,4/6/2025,Product_43,Electronics,4285.71
152,4921,77,3,41,7/5/2022,8558.34,Customer_41,Cairo,customer41@example.com,4/5/2023,Product_77,Food,4530.49
153,1872,79,4,2595,5/31/2022,8179.51,Customer_2595,Cairo,customer2595@example.com,5/9/2020,Product_79,Electronics,3626.75
154,3865,25,2,1008,4/17/2024,7383.13,Customer_1008,Giza,customer1008@example.com,7/26/2024,Product_25,Food,1357.47
155,4373,5,4,2302,11/29/2024,8538.51,Customer_2302,Tanta,customer2302@example.com,1/4/2021,Product_5,Electronics,3605.83
156,448,46,5,2018,12/28/2021,8376.72,Customer_2018,Giza,customer2018@example.com,5/20/2024,Product_46,Books,4701.18
157,4877,72,2,1095,5/5/2021,1693.57,Customer_1095,Alexandria,customer1095@example.com,5/26/2023,Product_72,Books,3410.88
158,251,41,5,2035,1/9/2022,5393.31,Customer_2035,Alexandria,customer2035@example.com,11/11/2021,Product_41,Electronics,956.49
159,3355,81,1,2245,3/17/2024,769,Customer_2245,Cairo,customer2245@example.com,2/12/2021,Product_81,Electronics,1778.51
160,231,24,1,986,5/11/2021,8307.77,Customer_986,Alexandria,customer986@example.com,9/13/2022,Product_24,Books,143.69
161,2068,69,2,634,2/14/2024,7439,Customer_634,Mansoura,customer634@example.com,7/26/2020,Product_69,Books,3830.58
162,360,28,2,2973,11/11/2022,8560.24,Customer_2973,Mansoura,customer2973@example.com,9/28/2024,Product_28,Clothing,3000.39
163,419,24,3,2665,8/9/2024,7682.04,Customer_2665,Alexandria,customer2665@example.com,8/12/2023,Product_24,Books,143.69
164,2291,18,5,2486,12/20/2024,8570.69,Customer_2486,Mansoura,customer2486@example.com,9/11/2022,Product_18,Electronics,1004.49
165,3244,64,1,2678,2/19/2023,5480.99,Customer_2678,Tanta,customer2678@example.com,11/25/2024,Product_64,Clothing,702.02
166,4088,70,5,661,11/4/2022,9748.32,Customer_661,Giza,customer661@example.com,10/25/2020,Product_70,Electronics,2993.19
167,2179,76,5,2427,8/7/2023,3382.48,Customer_2427,Mansoura,customer2427@example.com,11/3/2020,Product_76,Food,3766.34
168,4419,75,3,328,9/3/2021,1132.7,Customer_328,Cairo,customer328@example.com,6/30/2020,Product_75,Electronics,1101.96
169,838,93,4,1803,2/2/2023,1299.31,Customer_1803,Alexandria,customer1803@example.com,5/29/2020,Product_93,Food,400.32
170,702,8,4,1148,4/11/2022,9245.65,Customer_1148,Alexandria,customer1148@example.com,7/31/2024,Product_8,Clothing,1366.58
171,4349,53,1,501,8/27/2022,5477.81,Customer_501,Tanta,customer501@example.com,2/28/2020,Product_53,Food,3135.69
172,847,54,2,2998,11/21/2024,7242.29,Customer_2998,Alexandria,customer2998@example.com,3/22/2020,Product_54,Clothing,1537.55
173,3759,27,4,1713,5/23/2022,4707.52,Customer_1713,Cairo,customer1713@example.com,9/18/2024,Product_27,Books,2083.82
174,2125,66,4,2466,11/13/2021,3870.85,Customer_2466,Cairo,customer2466@example.com,7/20/2020,Product_66,Electronics,1025.97
175,2208,14,4,1426,11/24/2022,5000.07,Customer_1426,Giza,customer1426@example.com,9/8/2023,Product_14,Clothing,1343.5
176,4524,97,1,211,1/24/2023,2348.59,Customer_211,Tanta,customer211@example.com,6/2/2025,Product_97,Clothing,4099.86
177,460,90,2,711,10/14/2024,8147.94,Customer_711,Giza,customer711@example.com,9/9/2023,Product_90,Electronics,4526.98
178,2498,45,2,1598,11/8/2022,8256.46,Customer_1598,Mansoura,customer1598@example.com,11/26/2023,Product_45,Electronics,1533.97
179,1920,66,4,2847,8/25/2024,3935.22,Customer_2847,Alexandria,customer2847@example.com,1/9/2024,Product_66,Electronics,1025.97
180,2635,59,5,1511,9/5/2023,8665.54,Customer_1511,Mansoura,customer1511@example.com,11/23/2023,Product_59,Books,4667.97
181,2529,90,2,668,3/25/2022,8655.17,Customer_668,Mansoura,customer668@example.com,3/22/2021,Product_90,Electronics,4526.98
182,2024,59,1,2671,11/15/2022,8847.04,Customer_2671,Alexandria,customer2671@example.com,3/31/2020,Product_59,Books,4667.97
183,2564,75,2,1299,2/3/2022,5334.74,Customer_1299,Cairo,customer1299@example.com,6/12/2023,Product_75,Electronics,1101.96
184,1160,38,5,1915,6/17/2023,1982.03,Customer_1915,Giza,customer1915@example.com,3/4/2023,Product_38,Electronics,3198
185,382,17,1,1935,9/22/2023,5543.33,Customer_1935,Giza,customer1935@example.com,8/6/2021,Product_17,Food,1236.08
186,4457,69,3,644,5/28/2021,1664.03,Customer_644,Alexandria,customer644@example.com,6/24/2022,Product_69,Books,3830.58
187,1865,25,4,1947,10/26/2024,9235.23,Customer_1947,Alexandria,customer1947@example.com,10/3/2023,Product_25,Food,1357.47
188,3592,68,2,1163,1/10/2024,8808.09,Customer_1163,Mansoura,customer1163@example.com,2/7/2020,Product_68,Books,2107.14
189,2003,35,2,223,8/18/2022,7700.26,Customer_223,Alexandria,customer223@example.com,10/21/2022,Product_35,Electronics,4514.18
190,3057,79,4,2081,6/29/2022,3279.84,Customer_2081,Tanta,customer2081@example.com,1/9/2024,Product_79,Electronics,3626.75
191,2412,35,4,1978,4/7/2022,9505.78,Customer_1978,Mansoura,customer1978@example.com,9/6/2024,Product_35,Electronics,4514.18
192,1011,88,5,2763,1/22/2021,2713.47,Customer_2763,Mansoura,customer2763@example.com,1/18/2023,Product_88,Electronics,4918.9
193,4826,33,2,476,1/5/2025,3997.73,Customer_476,Cairo,customer476@example.com,8/13/2022,Product_33,Books,3039.13
194,4799,16,3,2749,9/3/2021,6319.14,Customer_2749,Giza,customer2749@example.com,6/16/2020,Product_16,Books,2927.96
195,1737,49,5,533,6/27/2023,3470.1,Customer_533,Tanta,customer533@example.com,2/12/2023,Product_49,Electronics,2487.22
196,1106,38,5,973,5/30/2022,8448.72,Customer_973,Tanta,customer973@example.com,5/6/2024,Product_38,Electronics,3198
197,4570,6,5,2033,3/30/2021,9980.19,Customer_2033,Tanta,customer2033@example.com,4/22/2020,Product_6,Clothing,2452.37
198,735,76,1,2506,12/18/2024,3485.13,Customer_2506,Giza,customer2506@example.com,12/28/2023,Product_76,Food,3766.34
199,3652,76,4,2456,5/31/2023,6734.54,Customer_2456,Tanta,customer2456@example.com,3/27/2025,Product_76,Food,3766.34
200,2910,92,4,717,6/25/2023,5450.8,Customer_717,Tanta,customer717@example.com,10/14/2022,Product_92,Food,4734.4
201,1796,18,4,93,9/3/2023,9733.94,Customer_93,Mansoura,customer93@example.com,4/30/2023,Product_18,Electronics,1004.49
202,3538,89,3,788,9/26/2024,4206.31,Customer_788,Cairo,customer788@example.com,5/19/2025,Product_89,Electronics,3701.86
203,636,97,3,344,10/5/2022,7235.58,Customer_344,Tanta,customer344@example.com,8/10/2020,Product_97,Clothing,4099.86
204,1934,64,1,2006,9/10/2023,1959.35,Customer_2006,Cairo,customer2006@example.com,1/30/2020,Product_64,Clothing,702.02
205,4570,58,2,2033,3/30/2021,9980.19,Customer_2033,Tanta,customer2033@example.com,4/22/2020,Product_58,Clothing,362.65
206,2361,80,5,777,2/18/2023,7715.14,Customer_777,Alexandria,customer777@example.com,5/4/2021,Product_80,Books,1059.08
207,1176,27,1,483,8/30/2021,9486.04,Customer_483,Mansoura,customer483@example.com,6/6/2022,Product_27,Books,2083.82
208,1218,78,3,1224,11/28/2024,8636.68,Customer_1224,Mansoura,customer1224@example.com,11/26/2021,Product_78,Clothing,500.25
209,2088,96,5,2340,1/11/2021,8658.59,Customer_2340,Cairo,customer2340@example.com,7/6/2021,Product_96,Food,2091.27
210,2432,14,3,780,1/20/2021,9536.24,Customer_780,Alexandria,customer780@example.com,10/13/2020,Product_14,Clothing,1343.5
211,849,14,1,637,2/25/2021,5425.35,Customer_637,Cairo,customer637@example.com,1/27/2023,Product_14,Clothing,1343.5
212,395,83,4,380,3/4/2021,3644.38,Customer_380,Tanta,customer380@example.com,11/11/2023,Product_83,Electronics,4886.44
213,4605,58,3,1350,3/21/2022,6238.05,Customer_1350,Mansoura,customer1350@example.com,1/15/2023,Product_58,Clothing,362.65
214,1766,73,5,241,9/29/2024,1042.57,Customer_241,Tanta,customer241@example.com,4/3/2023,Product_73,Food,4973.65
